,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
2910,2015-B5_R1A-1,2015,<blok> Pendidikan </blok><pertanyaan> Berapa tingkat pendidikan tertinggi yang pernah Anda selesaikan (NAMA)? </pertanyaan><jawaban> Tidak / belum pernah menempuh pendidikan </jawaban>,2015-B5_R8B-35,2015,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Berapa total jam kerja setiap hari selama seminggu terakhir? </pertanyaan><jawaban> 35 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Pendidikan berkaitan dengan latar belakang akademis, sedangkan jam kerja mengukur aktivitas kerja; keduanya tidak saling mempengaruhi secara semantik."
861,2012-B5P21A- 47,2012,"<blok> Aktivitas mencari kerja atau mempersiapkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) dalam proses mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban> 47 tahun </jawaban>",2015-B5_R21A-47,2015,"<blok> Aktivitas mencari kerja atau mempersiapkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) dalam proses mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban> 47 tahun </jawaban>",equivalent,equivalen,"Kedua versi menyampaikan makna yang sama: aktivitas mencari kerja atau mempersiapkan usaha, menanyakan lamanya proses tersebut dalam tahun, dan menjawab 47 tahun. Variasi kata dan susunan tidak mengubah arti semantik."
607,2012-B5P14THN- 45,2012,<blok> Jabatan utama </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 45 tahun  </jawaban>,2015-B5_R14T-45,2015,<blok> Tugas utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi sekarang? (tahun) </pertanyaan><jawaban> 45 tahun </jawaban>,equivalent,equivalen,Semua kombinasi tersebut menggunakan sinonim yang merujuk pada posisi/jabatan utama dan menanyakan durasi kerja yang sama; sehingga makna dan informasi yang disampaikan identik.
369,2015-B5_R201-2,2015,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Upaya apa saja yang pernah Anda lakukan (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha? (Mendaftar di bursa kesempatan kerja) </pertanyaan><jawaban> Tidak </jawaban>,2017-b5_r19a-2,2017,"<blok> Aktivitas pencarian kerja dan persiapan usaha </blok><pertanyaan> Dalam tujuh hari terakhir, apakah Anda mendaftar di pasar kerja? </pertanyaan><jawaban> Tidak </jawaban>",equivalent,equivalen,"Kedua contoh mengandung isi yang sama—menanyakan aktivitas mencari kerja atau mempersiapkan usaha, serta apakah sudah mendaftar di bursa kerja. Frasa “kegiatan mencari pekerjaan atau mempersiapkan usaha” dan “aktivitas pencarian kerja dan persiapan usaha” memiliki makna yang identik, serta pertanyaan tentang pendaftaran di pasar kerja/ bursa kesempatan kerja bersifat sinonim. Jawaban “Tidak” menunjukkan hasil yang sama, sehingga kedua rangkaian pertanyaan-jawaban bersifat semantik ekuivalen."
2194,2012-B5P14THN- 98,2012,<blok> Jabatan utama </blok><pertanyaan> Berapa lama (NAMA) telah berkarier di posisi ini? (tahun) </pertanyaan><jawaban> 98 tahun atau lebih lama </jawaban>,2015-B5_R15C-2,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa jarak antara rumah dan tempat kerja? </pertanyaan><jawaban> 10 hingga 29 km </jawaban>,tidak ada hubungan,tidak ada hubungan,"Durasi karier (tahun) mengukur waktu, sedangkan jarak (km) mengukur ruang; satu mengukur periode, yang lain mengukur spasi, sehingga tidak saling berkaitan."
3443,2017-b5_r1a-9,2017,<blok> Ciri-ciri umum </blok><pertanyaan> Apa gelar/STTB tertinggi yang dimiliki (NAMA)? </pertanyaan><jawaban> SMLB </jawaban>,2020-r9a-2,2020,"<blok>  </blok><pertanyaan> Selama seminggu terakhir, apakah Anda bekerja?  </pertanyaan><jawaban>  Tidak </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua kategori tersebut tidak berkaitan: satu berhubungan dengan gelar/STTB tertinggi (pendidikan), satu lagi berhubungan dengan aktivitas kerja dalam seminggu terakhir."
1635,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,2015-B5_R14T-63,2015,"<blok> Posisi utama </blok>
<pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan>
<jawaban> 63 tahun </jawaban>",lebih umum dari,lebih agregat,"Lebih dari 1 tahun adalah kategori agregat yang mencakup semua durasi lebih dari satu tahun, termasuk 63 tahun, sehingga lebih agregat dibandingkan nilai spesifik 63 tahun."
239,2010-B5P2B- 3,2010,"<blok> Kegiatan seminggu lalu </blok><pertanyaan> Selama seminggu yang lalu, dari kegiatan 1 hingga 4 yang menandai “Ya” di atas, kegiatan mana yang memanfaatkan waktu paling banyak? </pertanyaan><jawaban> Mengurus Rumahtangga </jawaban>",2017-b5_r5b-3,2017,"<blok> Aktivitas lain </blok><pertanyaan> Di antara kegiatan sekolah, pekerjaan rumah, dan aktivitas lainnya, mana yang memakan waktu paling banyak dalam minggu terakhir? </pertanyaan><jawaban> Aktivitas lain </jawaban>",equivalent,equivalen,"Semantik kedua rangkaian kalimat tersebut identik karena keduanya menanyakan kegiatan yang paling memakan waktu dalam seminggu terakhir di antara aktivitas yang diberi tanda “Ya” (1‑4), dan jawabannya konsisten yaitu “Mengurus Rumah Tangga” atau “Aktivitas lain” tergantung pada istilah yang digunakan. Maka, arti dan makna yang disampaikan oleh setiap contoh adalah sama."
3213,2017-b5_r11-1,2017,<blok>  </blok><pertanyaan> Apakah Anda menjamin akan kembali bekerja di unit usaha/tempat kerja saat ini? </pertanyaan><jawaban>  Ya </jawaban>,2015-B5_R8B-88,2015,"<blok> Aktivitas satu minggu terakhir </blok>
<pertanyaan> Berapa total jam kerja dari semua pekerjaan setiap hari selama satu minggu terakhir? </pertanyaan>
<jawaban> 88 jam </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua kategori membahas hal yang berbeda: satu mengenai jaminan kembalinya karyawan ke unit kerja, satu mengenai total jam kerja pada minggu tersebut, sehingga tidak memiliki keterkaitan semantik."
3474,2012-B5P14THN- 98,2012,<blok> Jabatan utama </blok><pertanyaan> Berapa lama (NAMA) telah berkarier di posisi ini? (tahun) </pertanyaan><jawaban> 98 tahun atau lebih lama </jawaban>,2020-r8b-3,2020,"<blok>  </blok><pertanyaan> Apakah Anda mengalami kesulitan atau gangguan pendengaran, baik saat memakai alat bantu dengar maupun tidak? </pertanyaan><jawaban>  Sangat parah </jawaban>",tidak ada hubungan,tidak ada hubungan,"Karena satu mengukur durasi kerja (variabel “pengalaman profesional”), sementara yang lain menilai kondisi pendengaran (variabel “kesehatan pendengaran”). Kedua variabel tersebut berada pada kategori yang berbeda dan tidak saling mempengaruhi secara semantik."
884,2012-B5P21A- 70,2012,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 70 tahun </jawaban>,2015-B5_R21A-70,2015,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 70 tahun </jawaban>,equivalent,equivalen,"Keduanya mengungkapkan waktu yang dihabiskan untuk mencari pekerjaan/mempersiapkan usaha; perbedaan dalam penulisan (tanda baca, kata 'baru') tidak mengubah arti semantik."
3333,2017-b5_r5b-3,2017,"<blok> Aktivitas lain </blok><pertanyaan> Di antara kegiatan sekolah, pekerjaan rumah, dan aktivitas lainnya, mana yang memakan waktu paling banyak dalam minggu terakhir? </pertanyaan><jawaban> Aktivitas lain </jawaban>",2020-r8a-1,2020,"<blok>  </blok><pertanyaan> Apakah Anda mengalami masalah atau gangguan saat melihat, baik memakai kacamata maupun tidak? </pertanyaan><jawaban>  Tidak </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kegiatan yang memakan waktu berhubungan dengan manajemen aktivitas sehari‑hari, sedangkan gangguan penglihatan berkaitan dengan kondisi kesehatan mata; keduanya berada pada domain yang berbeda dan tidak memiliki keterkaitan semantik."
1191,2012-B5P3- 2,2012,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan atau usaha namun tidak sedang bekerja selama seminggu terakhir? </pertanyaan><jawaban> Tidak </jawaban>,2020-r10a-2,2020,"<blok>  </blok><pertanyaan> Apakah Anda benar-benar memiliki pekerjaan atau usaha, namun selama seminggu terakhir tidak bekerja atau menjalankan usaha tersebut? </pertanyaan><jawaban> Tidak </jawaban>",equivalent,equivalen,"Keduanya menyampaikan pertanyaan yang sama: apakah seseorang memiliki pekerjaan atau usaha yang tetap, tetapi tidak aktif bekerja atau menjalankan usaha tersebut dalam satu minggu terakhir. Kalimat pertama menggunakan variasi frasa dan urutan kata, tetapi makna inti—status kepemilikan pekerjaan/usaha dan ketidakaktifan aktivitas selama seminggu—tetap sama, sehingga secara semantik identik."
4202,2017-b5_r19f-4,2017,"<blok> Aktivitas mencari kerja/mengatur usaha </blok><pertanyaan> Apakah Anda telah mengumpulkan modal, mencari lokasi, atau mengurus surat izin usaha dalam tujuh hari terakhir? </pertanyaan><jawaban> Tidak </jawaban>",2015-B5_R16B-2,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha?  </pertanyaan><jawaban>  2 bulan </jawaban>,tidak ada hubungan,tidak ada hubungan,"Blok pertama menanyakan aktivitas terkini (seminggu terakhir) dalam mencari kerja atau mengatur usaha, sementara blok kedua menanyakan lamanya (durasi total) pencarian kerja atau persiapan usaha. Fokus, rentang waktu, dan skala informasi berbeda sehingga tidak saling berkaitan."
3447,2010-B5P2B-1,2010,"<blok> Aktivitas minggu terakhir </blok>
<pertanyaan> Dalam minggu yang lalu, dari kegiatan 1 sampai 4 yang menandai “Ya”, kegiatan mana yang memakan waktu terbanyak? </pertanyaan>
<jawaban> Bekerja </jawaban>",2012-B5P4-1,2012,<blok> Aktivitas seminggu lalu </blok><pertanyaan> Apakah (NAMA) sedang mencari kerja? </pertanyaan><jawaban> Ya </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan seminggu lalu menanyakan alokasi waktu aktivitas, sementara pertanyaan mencari kerja menanyakan status pekerjaan. Satu kategori aktivitas, satu status pekerjaan; mereka tidak saling berkaitan secara semantik."
505,2012-B5P8B- 42,2012,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Berapa total jam kerja harian selama satu minggu terakhir? </pertanyaan><jawaban> 42 jam </jawaban>,2015-B5_R8B-42,2015,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Berapa total jam kerja harian selama satu minggu terakhir? </pertanyaan><jawaban> 42 jam </jawaban>,equivalent,equivalen,"Kedua kalimat tersebut mengekspresikan pertanyaan dan jawaban tentang total jam kerja harian selama satu minggu terakhir, sehingga maknanya identik meskipun perbedaannya hanya dalam pengucapan."
825,2012-B5P21A- 11,2012,<blok> Aktivitas pencarian kerja/memulai usaha </blok><pertanyaan> Berapa waktu yang diperlukan (NAMA) untuk mencari pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban>  11 tahun </jawaban>,2015-B5_R21A-11,2015,<blok> Aktivitas pencarian kerja/memulai usaha </blok><pertanyaan> Berapa waktu yang diperlukan (NAMA) untuk mencari pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban>  11 tahun </jawaban>,equivalent,equivalen,"Kedua bentuk kalimat tersebut menyampaikan informasi yang sama mengenai waktu yang dibutuhkan seseorang (NAMA) untuk mencari pekerjaan atau memulai usaha. Struktur blok, pertanyaan, dan jawaban memiliki makna yang identik, sehingga secara semantik bersifat ekuivalen."
850,2012-B5P21A- 36,2012,<blok> Aktivitas mencari pekerjaan/persiapan usaha </blok><pertanyaan> Berapa lama (NAMA) melakukan pencarian pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 36 tahun </jawaban>,2015-B5_R21A-36,2015,<blok> Aktivitas mencari pekerjaan/persiapan usaha </blok><pertanyaan> Berapa lama (NAMA) melakukan pencarian pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 36 tahun </jawaban>,equivalent,equivalen,"Kedua set blok mengungkapkan aktivitas yang sama, hanya variasi kata dan susunan kalimat. Judul “Aktivitas” dan “Kegiatan”, frasa “mencari pekerjaan/mempersiapkan usaha” dan “mencari pekerjaan/persiapan usaha”, serta penambahan kata “baru” tidak mengubah makna. Jawaban “36 tahun” tetap konsisten, sehingga makna semantik identik."
367,2015-B5_R19-6,2015,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Apa alasan utama (NAMA) mencari pekerjaan atau mempersiapkan usaha? </pertanyaan><jawaban> Usaha Terhenti </jawaban>,2017-b5_r18-6,2017,<blok> Kegiatan mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Apa alasan utama (NAMA) mencari pekerjaan atau mempersiapkan usaha? </pertanyaan><jawaban>  6 Usaha terhenti </jawaban>,equivalent,equivalen,"Kedua kalimat tersebut bersifat semantik identik karena:

1. <blok> menyatakan kegiatan yang sama (mencari pekerjaan/mempersiapkan usaha).  
2. <pertanyaan> menanyakan alasan utama untuk kegiatan tersebut, dengan pola “apa alasan utama (NAMA) …?”.  
3. <jawaban> menyatakan “Usaha Terhenti” (atau “6 Usaha terhenti”) sebagai alasan yang sama.  

Perubahan ejaan kecil, tanda baca, dan penambahan angka tidak mengubah makna inti."
3337,2012-B5P16B- 39,2012,<blok> Tugas utama </blok><pertanyaan> Berapa waktu yang dihabiskan (NAMA) mencari pekerjaan atau menyiapkan usaha? </pertanyaan><jawaban> 39 bulan </jawaban>,2015-B5_R14T-32,2015,<blok> Posisi utama </blok><pertanyaan> Sudah berapa lama (NAMA) mengemban jabatan ini? (tahun) </pertanyaan><jawaban> 32 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan “mencari pekerjaan/menyiapkan usaha” (39 bulan) berhubungan dengan periode persiapan sebelum memulai karier, sedangkan “mengemban jabatan ini” (32 tahun) mencerminkan lama masa kerja dalam posisi saat ini. Karena satu berfokus pada fase pra‑kerja dan yang lain pada masa aktif pekerjaan, keduanya tidak saling terkait."
1799,2012-B5P14THN- 66,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 66 tahun  </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Jawaban “66 tahun” menyajikan nilai numerik konkret, sehingga secara semantik lebih detail daripada “lebih dari 1 tahun” yang bersifat umum; karena 66 tahun > 1 tahun, jawaban numerik tersebut secara otomatis mencakup informasi “lebih dari 1 tahun”."
1730,2012-SEK- 2,2012,<blok> Informasi anggota keluarga </blok><pertanyaan> Keterlibatan sekolah (kode) </pertanyaan><jawaban> Saat ini masih menempuh pendidikan formal </jawaban>,2017-b4_k7-2,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Keterlibatan Sekolah (kode) </pertanyaan><jawaban> Sedang melanjutkan pendidikan </jawaban>,lebih khusus dari,lebih detail,"Karena kategori “Masih bersekolah di jenjang pendidikan formal” merupakan sub‑kategori dari “Masih bersekolah”, sehingga memberikan informasi yang lebih spesifik dan mendetail."
2549,2015-B5_R27-6,2015,"<blok> Pengalaman profesional </blok>
<pertanyaan> Bagaimana status atau posisi (NAMA) Anda sebelum berhenti bekerja atau pindah pekerjaan terakhir? </pertanyaan>
<jawaban> Pekerja lepas di bidang non pertanian </jawaban>",2017-b5_r51-7,2017,<blok> Riwayat pekerjaan </blok><pertanyaan> Bagaimana status/kedudukan (NAMA) Anda sebelum berhenti dari pekerjaan atau usaha utama terakhir? </pertanyaan><jawaban> Pekerja keluarga/tidak mendapat gaji </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori tersebut merujuk pada status pekerjaan yang berbeda: satu menjelaskan status profesional (pekerja lepas/independen) sebelum berhenti atau pindah, sedangkan yang lain menjelaskan status kerja keluarga (tidak dibayar). Karena konteks dan definisi status berbeda, tidak ada hubungan semantik antara keduanya."
916,2012-B5P21B- 3,2012,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa waktu (NAMA) mengerjakan pencarian pekerjaan atau persiapan usaha baru? (bulan) </pertanyaan><jawaban> bulan </jawaban>,2015-B5_R21B-3,2015,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa waktu (NAMA) mengerjakan pencarian pekerjaan atau persiapan usaha baru? (bulan) </pertanyaan><jawaban> bulan </jawaban>,equivalent,equivalen,"Kedua pola bertanya berapa lama (dalam bulan) seseorang melakukan pencarian pekerjaan atau persiapan usaha; hanya perbedaan istilah (kegiatan/aktivitas, lama/waktu) dan format penulisan, sehingga maknanya sama."
2944,2012-B5P14THN- 73,2012,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 73 tahun </jawaban>,2015-B5_R25-1,2015,<blok> Riwayat pekerjaan </blok><pertanyaan> Motif utama (NAMA) tidak lagi bekerja atau berpindah kerja setelah 31 Agustus 2009: </pertanyaan><jawaban> Pemutusan Hubungan Kerja </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua blok membahas konteks berbeda: satu menjelaskan lamanya pekerjaan sekarang (durasi), satu lain menanyakan alasan berhenti setelah tanggal tertentu (alasan pemutusan kerja). Sehingga tidak ada hubungan semantik antara keduanya."
2093,2020-r6a-7,2020,<blok>  </blok><pertanyaan> Apa jenjang pendidikan tertinggi yang Anda raih? </pertanyaan><jawaban>  Diploma IV </jawaban>,2010-B5P1A- 10,2010,<blok> Edukasi </blok><pertanyaan> Apa jenjang pendidikan tertinggi yang telah Anda selesaikan (NAMA) ? </pertanyaan><jawaban>  Diploma IV/Universitas  </jawaban>,lebih khusus dari,lebih detail,"Jawaban “Diploma IV” menyatakan jenjang pendidikan secara spesifik dan terfokus, tanpa menyebut institusi atau kombinasi level lain, sehingga semantik lebih terperinci dibandingkan “Diploma IV/Universitas”. Begitu juga, “PROGRAM D.IV/S1” mencakup dua jenjang sekaligus, sehingga tidak setara dengan detail jenjang spesifik “Diploma IV”."
1704,2020-r6a-6,2020,<blok>  </blok><pertanyaan> Tingkat pendidikan tertinggi apa yang telah Anda raih? </pertanyaan><jawaban>  Diploma I/II/III </jawaban>,2012-B5P1A- 12,2012,<blok> Pendidikan </blok><pertanyaan> Bagaimana tingkat pendidikan tertinggi yang telah diselesaikan (NAMA) ? </pertanyaan><jawaban> Diploma III </jawaban>,lebih umum dari,lebih agregat,"Karena kategori 'Diploma I/II/III' mencakup semua tingkat diploma, termasuk 'Diploma III', sehingga lebih agregat."
1581,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,2015-B5_R14T-9,2015,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) terjun di pekerjaan ini? (tahun) </pertanyaan><jawaban> 9 tahun </jawaban>,lebih umum dari,lebih agregat,"Kategori “Lebih dari 1 tahun” merupakan kategori yang lebih umum dan mencakup nilai spesifik “9 tahun”, sehingga jawaban tersebut lebih agregat."
2223,2015-B5_R204-4,2015,<blok> Aktivitas mencari pekerjaan/mempersiapkan bisnis </blok><pertanyaan> Langkah apa saja yang pernah dilakukan (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Berhubungan dengan keluarga/kenalan) </pertanyaan><jawaban> Tidak </jawaban>,2015-B5_R21A-91,2015,"<blok> Proses mencari kerja/mempersiapkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) melaksanakan proses mencari kerja/mempersiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban>  91 tahun </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua kategori berbeda: satu menanyakan upaya (tidak ada), satu menanyakan durasi proses (91 tahun)."
593,2012-B5P14THN- 31,2012,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan ini? (tahun) </pertanyaan><jawaban> 31 tahun </jawaban>,2015-B5_R14T-31,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 31 tahun </jawaban>,equivalent,equivalen,"Keduanya menyatakan masa kerja (31 tahun) pada fungsi yang sama, sehingga istilah “pekerjaan” dan “posisi” serta spasi tambahan bersifat sinonim semantik."
2609,2017-b4_k3-3,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Keterkaitan dengan Kepala Rumah Tangga </pertanyaan><jawaban>  Anak </jawaban>,2015-B5_R8B-21,2015,<blok> Kegiatan seminggu yang lalu </blok><pertanyaan> Berapa total jam kerja harian selama satu minggu terakhir? </pertanyaan><jawaban> 21 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori membahas domain yang berbeda: satu tentang hubungan keluarga (hubungan dengan Kepala Rumah Tangga), satu tentang aktivitas ekonomi (jam kerja), sehingga tidak ada hubungan semantik antara keduanya."
386,2015-B5_R24-1,2015,<blok> Riwayat pekerjaan </blok><pertanyaan> Apakah (NAMA) tidak lagi bekerja atau berpindah kerja setelah tanggal 31 Agustus 2009? </pertanyaan><jawaban>  Ya </jawaban>,2017-b5_r47-1,2017,<blok> Riwayat kerja </blok><pertanyaan> Apakah Anda pernah mengakhiri pekerjaan antara Agustus 2019 hingga Agustus 2020? </pertanyaan><jawaban>  Ya </jawaban>,equivalent,equivalen,"Kedua pasangan kalimat menyampaikan pertanyaan seputar status pekerjaan seseorang pada rentang waktu tertentu—keduanya meminta konfirmasi bahwa seseorang tidak lagi bekerja atau telah berpindah kerja dalam periode yang disebutkan. Karena tujuan dan makna informasinya sama (menanyakan akhir hubungan kerja di periode waktu tertentu), secara semantik kedua formulasi itu setara."
2051,2017-b5_r48-6,2017,<blok> Riwayat Kerja </blok><pertanyaan> Apa penyebab utama (NAMA) menghentikan pekerjaan atau usaha utama dalam setahun terakhir? </pertanyaan><jawaban>  6 Tidak selaras dengan keahlian/keterampilan yang dimiliki </jawaban>,2015-B5_R25-6,2015,<blok> Riwayat Pekerjaan </blok><pertanyaan> Alasan utama (NAMA) meninggalkan pekerjaan atau berpindah kerja setelah 31 Agustus 2009: </pertanyaan><jawaban> Lain-lain </jawaban>,lebih khusus dari,lebih detail,"Karena survei 2 memecah kategori “Lainnya” menjadi subkategori “Tidak selaras dengan keahlian/keterampilan yang dimiliki”, sehingga memberikan rincian yang lebih spesifik dibandingkan survei 1 yang hanya menyebut “Lainnya”."
3307,2012-B5P15E- 3,2012,<blok> Pekerjaan utama </blok><pertanyaan> Jenis transportasi apa yang paling sering Anda pakai (NAMA) untuk pergi dan kembali dari tempat kerja? </pertanyaan><jawaban> Transportasi pribadi </jawaban>,2015-B5_R8B-60,2015,<blok> Kegiatan seminggu yang lalu </blok><pertanyaan> Berapa total jam kerja harian semua pekerjaan pada minggu sebelumnya? </pertanyaan><jawaban> 60 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori tidak saling terkait karena satu berhubungan dengan transportasi ke/ke tempat kerja, sedangkan yang lain berkaitan dengan jam kerja harian."
974,2017-b5_r4a-3,2017,"<blok>  </blok><pertanyaan> Apakah Anda merasakan kesulitan atau gangguan dalam penglihatan, baik saat memakai kacamata maupun tanpa kacamata? </pertanyaan><jawaban> Berat </jawaban>",2020-r8a-3,2020,"<blok>  </blok><pertanyaan> Apakah Anda merasakan kesulitan atau gangguan dalam penglihatan, baik saat memakai kacamata maupun tanpa kacamata? </pertanyaan><jawaban> Berat </jawaban>",equivalent,equivalen,"Kedua kalimat tersebut menyampaikan pertanyaan yang sama tentang kesulitan penglihatan, sehingga makna semantik keduanya identik."
552,2012-B5P8B- 89,2012,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan>  Berapa total jam kerja per hari sepanjang minggu lalu? </pertanyaan><jawaban>  89 jam </jawaban>,2015-B5_R8B-89,2015,<blok> Aktivitas satu minggu terakhir </blok><pertanyaan>  Berapa total jam kerja per hari sepanjang minggu lalu? </pertanyaan><jawaban>  89 jam </jawaban>,equivalent,equivalen,"Keduanya menyatakan kegiatan selama satu minggu terakhir dan menjawab bahwa total jam kerja per hari sepanjang minggu tersebut adalah 89 jam, sehingga makna semantik identik."
4197,2015-B5_R14T-59,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan saat ini? (tahun) </pertanyaan><jawaban> 59 tahun </jawaban>,2020-r10b-6,2020,<blok>  </blok><pertanyaan> Apa yang menjadi alasan utama Anda tidak bekerja selama seminggu terakhir? </pertanyaan><jawaban> Penangguhan pekerjaan </jawaban>,tidak ada hubungan,tidak ada hubungan,Soal lama bekerja vs alasan tidak bekerja tidak berhubungan karena topiknya berbeda: durasi kerja (tahun) vs alasan ketidakhadiran (penangguhan pekerjaan).
3400,2012-B5P8B- 36,2012,<blok> Kegiatan satu minggu sebelumnya </blok><pertanyaan> Berapa total jam kerja harian untuk semua pekerjaan dalam minggu lalu? </pertanyaan><jawaban> 36 jam </jawaban>,2012-B5P27- 3,2012,<blok> Riwayat kerja </blok><pertanyaan> Bagaimana posisi (NAMA) Anda sebelum mengundurkan diri dari pekerjaan atau usaha utama terakhir? </pertanyaan><jawaban> Berusaha mendapatkan bantuan kerja tetap atau kompensasi gaji </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan satu minggu sebelumnya hanya mencakup total jam kerja harian di minggu lalu, sedangkan riwayat kerja menanyakan posisi atau status sebelum mengundurkan diri. Pertanyaan pertama berkisar pada data kerja aktual (jumlah jam), sementara pertanyaan kedua berkisar pada status profesional (posisi dan upaya kompensasi). Karena topik dan informasi yang diminta berbeda, tidak ada hubungan semantik antara keduanya."
1283,2015-B4_K3-1,2015,<blok> Informasi anggota rumah tangga </blok><pertanyaan> Hubungan dengan pemimpin keluarga (kode) </pertanyaan><jawaban> Kepala keluarga </jawaban>,2020-k3-1,2020,<blok> Daftar anggota keluarga </blok><pertanyaan> Kaitannya dengan Kepala Rumah Tangga (tuliskan kode) </pertanyaan><jawaban>  KRT </jawaban>,equivalent,equivalen,"Kedua pasangan kalimat tersebut mengungkapkan konsep yang sama: daftar anggota rumah tangga dan hubungan mereka dengan kepala rumah tangga. Istilah “Kepala keluarga”, “Kepala Rumah Tangga”, dan “KRT” semuanya merujuk pada entitas utama keluarga; “kode” di sini menyiratkan kode status hubungan. Dengan demikian makna semantik kedua pasangan kalimat identik."
